Column1.1;Column1.2;Column1.3;Column1.4;Column1.5;Column1.6;Column1.7;Column1.8;Column1.9;Column1.10;Column1.11;Column1.12;Column1.13;Column1.14;Column1.15;Column1.16;Column1.17
COUNTRY;Country;SERIES;Series;PERIOD;Pay period;TIME;Time;Unit Code;Unit;PowerCode Code;PowerCode;Reference Period Code;Reference Period;Value;Flag Codes;Flags
EST;Estonia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2006;2006;USD;US Dollar;0;Units;;;3868.17;;
EST;Estonia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2007;2007;USD;US Dollar;0;Units;;;4354.43;;
EST;Estonia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2008;2008;USD;US Dollar;0;Units;;;4767.69;;
EST;Estonia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2009;2009;USD;US Dollar;0;Units;;;4771.43;;
EST;Estonia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2010;2010;USD;US Dollar;0;Units;;;4633.71;;
EST;Estonia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2011;2011;USD;US Dollar;0;Units;;;4413.82;;
EST;Estonia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2012;2012;USD;US Dollar;0;Units;;;4429.77;;
EST;Estonia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2013;2013;USD;US Dollar;0;Units;;;4755.79;;
EST;Estonia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2014;2014;USD;US Dollar;0;Units;;;5281.56;;
EST;Estonia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2015;2015;USD;US Dollar;0;Units;;;5830.98;;
EST;Estonia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2016;2016;USD;US Dollar;0;Units;;;6419.49;;
EST;Estonia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2017;2017;USD;US Dollar;0;Units;;;6784.8;;
EST;Estonia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2018;2018;USD;US Dollar;0;Units;;;6978.08;;
EST;Estonia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2019;2019;USD;US Dollar;0;Units;;;7368.53;;
EST;Estonia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2020;2020;USD;US Dollar;0;Units;;;8004.51;;
NLD;Netherlands;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2001;2001;USD;US Dollar;0;Units;;;23766.5;;
NLD;Netherlands;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2002;2002;USD;US Dollar;0;Units;;;24027.47;;
NLD;Netherlands;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2003;2003;USD;US Dollar;0;Units;;;24268.03;;
NLD;Netherlands;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2004;2004;USD;US Dollar;0;Units;;;24113.77;;
NLD;Netherlands;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2005;2005;USD;US Dollar;0;Units;;;23713.46;;
NLD;Netherlands;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2006;2006;USD;US Dollar;0;Units;;;23709.8;;
NLD;Netherlands;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2007;2007;USD;US Dollar;0;Units;;;23888.05;;
NLD;Netherlands;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2008;2008;USD;US Dollar;0;Units;;;23965.25;;
NLD;Netherlands;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2009;2009;USD;US Dollar;0;Units;;;24458.8;;
NLD;Netherlands;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2010;2010;USD;US Dollar;0;Units;;;24531.57;;
NLD;Netherlands;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2011;2011;USD;US Dollar;0;Units;;;24140.72;;
NLD;Netherlands;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2012;2012;USD;US Dollar;0;Units;;;24051.87;;
NLD;Netherlands;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2013;2013;USD;US Dollar;0;Units;;;23755.56;;
NLD;Netherlands;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2014;2014;USD;US Dollar;0;Units;;;23861.95;;
NLD;Netherlands;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2015;2015;USD;US Dollar;0;Units;;;23901.31;;
NLD;Netherlands;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2016;2016;USD;US Dollar;0;Units;;;24287.35;;
NLD;Netherlands;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2017;2017;USD;US Dollar;0;Units;;;24387.45;;
NLD;Netherlands;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2018;2018;USD;US Dollar;0;Units;;;24403.98;;
NLD;Netherlands;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2019;2019;USD;US Dollar;0;Units;;;24371.15;;
NLD;Netherlands;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2020;2020;USD;US Dollar;0;Units;;;24673.73;;
POL;Poland;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2001;2001;USD;US Dollar;0;Units;;;7139.75;;
POL;Poland;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2002;2002;USD;US Dollar;0;Units;;;7006.26;;
POL;Poland;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2003;2003;USD;US Dollar;0;Units;;;7325;;
POL;Poland;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2004;2004;USD;US Dollar;0;Units;;;7297.89;;
POL;Poland;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2005;2005;USD;US Dollar;0;Units;;;7358.61;;
POL;Poland;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2006;2006;USD;US Dollar;0;Units;;;7693.14;;
POL;Poland;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2007;2007;USD;US Dollar;0;Units;;;7817.56;;
POL;Poland;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2008;2008;USD;US Dollar;0;Units;;;9028.42;;
POL;Poland;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2009;2009;USD;US Dollar;0;Units;;;9857.03;;
POL;Poland;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2010;2010;USD;US Dollar;0;Units;;;9917.8;;
POL;Poland;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2011;2011;USD;US Dollar;0;Units;;;10012.93;;
POL;Poland;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2012;2012;USD;US Dollar;0;Units;;;10463.95;;
POL;Poland;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2013;2013;USD;US Dollar;0;Units;;;11051.91;;
POL;Poland;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2014;2014;USD;US Dollar;0;Units;;;11598.26;;
POL;Poland;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2015;2015;USD;US Dollar;0;Units;;;12188.06;;
POL;Poland;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2016;2016;USD;US Dollar;0;Units;;;12970.75;;
POL;Poland;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2017;2017;USD;US Dollar;0;Units;;;13737.26;;
POL;Poland;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2018;2018;USD;US Dollar;0;Units;;;14167.27;;
POL;Poland;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2019;2019;USD;US Dollar;0;Units;;;14848.48;;
POL;Poland;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2020;2020;USD;US Dollar;0;Units;;;16598.14;;
KOR;Korea;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2001;2001;USD;US Dollar;0;Units;;;6794.58;;
KOR;Korea;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2002;2002;USD;US Dollar;0;Units;;;7343.43;;
KOR;Korea;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2003;2003;USD;US Dollar;0;Units;;;7735.01;;
KOR;Korea;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2004;2004;USD;US Dollar;0;Units;;;8313.01;;
KOR;Korea;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2005;2005;USD;US Dollar;0;Units;;;9037.15;;
KOR;Korea;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2006;2006;USD;US Dollar;0;Units;;;9362.49;;
KOR;Korea;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2007;2007;USD;US Dollar;0;Units;;;10250.32;;
KOR;Korea;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2008;2008;USD;US Dollar;0;Units;;;10608.68;;
KOR;Korea;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2009;2009;USD;US Dollar;0;Units;;;10953.93;;
KOR;Korea;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2010;2010;USD;US Dollar;0;Units;;;10933.8;;
KOR;Korea;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2011;2011;USD;US Dollar;0;Units;;;11047.7;;
KOR;Korea;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2012;2012;USD;US Dollar;0;Units;;;10599.73;;
KOR;Korea;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2013;2013;USD;US Dollar;0;Units;;;11103.25;;
KOR;Korea;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2014;2014;USD;US Dollar;0;Units;;;11753.05;;
KOR;Korea;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2015;2015;USD;US Dollar;0;Units;;;12499.45;;
KOR;Korea;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2016;2016;USD;US Dollar;0;Units;;;13377.48;;
KOR;Korea;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2017;2017;USD;US Dollar;0;Units;;;14079.84;;
KOR;Korea;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2018;2018;USD;US Dollar;0;Units;;;16148.26;;
KOR;Korea;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2019;2019;USD;US Dollar;0;Units;;;17838.46;;
KOR;Korea;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2020;2020;USD;US Dollar;0;Units;;;18253.11;;
CHL;Chile;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2001;2001;USD;US Dollar;0;Units;;;1.92;;
CHL;Chile;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2002;2002;USD;US Dollar;0;Units;;;1.97;;
CHL;Chile;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2003;2003;USD;US Dollar;0;Units;;;2;;
CHL;Chile;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2004;2004;USD;US Dollar;0;Units;;;2.06;;
CHL;Chile;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2005;2005;USD;US Dollar;0;Units;;;2.1;;
CHL;Chile;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2006;2006;USD;US Dollar;0;Units;;;2.15;;
CHL;Chile;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2007;2007;USD;US Dollar;0;Units;;;2.19;;
CHL;Chile;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2008;2008;USD;US Dollar;0;Units;;;2.19;;
CHL;Chile;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2009;2009;USD;US Dollar;0;Units;;;2.33;;
CHL;Chile;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2010;2010;USD;US Dollar;0;Units;;;2.39;;
CHL;Chile;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2011;2011;USD;US Dollar;0;Units;;;2.43;;
CHL;Chile;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2012;2012;USD;US Dollar;0;Units;;;2.5;;
CHL;Chile;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2013;2013;USD;US Dollar;0;Units;;;2.62;;
CHL;Chile;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2014;2014;USD;US Dollar;0;Units;;;2.7;;
CHL;Chile;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2015;2015;USD;US Dollar;0;Units;;;2.78;;
CHL;Chile;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2016;2016;USD;US Dollar;0;Units;;;2.93;;
CHL;Chile;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2017;2017;USD;US Dollar;0;Units;;;3.02;;
CHL;Chile;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2018;2018;USD;US Dollar;0;Units;;;3.09;;
CHL;Chile;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2019;2019;USD;US Dollar;0;Units;;;3.21;;
CHL;Chile;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2020;2020;USD;US Dollar;0;Units;;;3.31;;
PRT;Portugal;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2001;2001;USD;US Dollar;0;Units;;;3.45;;
PRT;Portugal;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2002;2002;USD;US Dollar;0;Units;;;3.47;;
PRT;Portugal;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2003;2003;USD;US Dollar;0;Units;;;3.45;;
PRT;Portugal;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2004;2004;USD;US Dollar;0;Units;;;3.45;;
PRT;Portugal;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2005;2005;USD;US Dollar;0;Units;;;3.46;;
PRT;Portugal;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2006;2006;USD;US Dollar;0;Units;;;3.45;;
PRT;Portugal;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2007;2007;USD;US Dollar;0;Units;;;3.52;;
PRT;Portugal;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2008;2008;USD;US Dollar;0;Units;;;3.63;;
PRT;Portugal;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2009;2009;USD;US Dollar;0;Units;;;3.86;;
PRT;Portugal;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2010;2010;USD;US Dollar;0;Units;;;4.02;;
PRT;Portugal;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2011;2011;USD;US Dollar;0;Units;;;3.96;;
PRT;Portugal;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2012;2012;USD;US Dollar;0;Units;;;3.86;;
PRT;Portugal;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2013;2013;USD;US Dollar;0;Units;;;3.85;;
PRT;Portugal;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2014;2014;USD;US Dollar;0;Units;;;3.86;;
PRT;Portugal;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2015;2015;USD;US Dollar;0;Units;;;4;;
PRT;Portugal;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2016;2016;USD;US Dollar;0;Units;;;4.17;;
PRT;Portugal;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2017;2017;USD;US Dollar;0;Units;;;4.32;;
PRT;Portugal;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2018;2018;USD;US Dollar;0;Units;;;4.46;;
PRT;Portugal;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2019;2019;USD;US Dollar;0;Units;;;4.59;;
PRT;Portugal;EXR;In 2020 constant prices at 2020 USD exchange rates;H;Hourly;2020;2020;USD;US Dollar;0;Units;;;4.86;;
CZE;Czech Republic;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2001;2001;USD;US Dollar;0;Units;;;3.17;;
CZE;Czech Republic;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2002;2002;USD;US Dollar;0;Units;;;3.51;;
CZE;Czech Republic;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2003;2003;USD;US Dollar;0;Units;;;3.82;;
CZE;Czech Republic;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2004;2004;USD;US Dollar;0;Units;;;3.99;;
CZE;Czech Republic;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2005;2005;USD;US Dollar;0;Units;;;4.2;;
CZE;Czech Republic;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2006;2006;USD;US Dollar;0;Units;;;4.48;;
CZE;Czech Republic;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2007;2007;USD;US Dollar;0;Units;;;4.51;;
CZE;Czech Republic;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2008;2008;USD;US Dollar;0;Units;;;4.24;;
CZE;Czech Republic;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2009;2009;USD;US Dollar;0;Units;;;4.2;;
CZE;Czech Republic;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2010;2010;USD;US Dollar;0;Units;;;4.14;;
CZE;Czech Republic;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2011;2011;USD;US Dollar;0;Units;;;4.06;;
CZE;Czech Republic;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2012;2012;USD;US Dollar;0;Units;;;3.93;;
CZE;Czech Republic;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2013;2013;USD;US Dollar;0;Units;;;3.95;;
CZE;Czech Republic;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2014;2014;USD;US Dollar;0;Units;;;4.06;;
CZE;Czech Republic;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2015;2015;USD;US Dollar;0;Units;;;4.4;;
CZE;Czech Republic;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2016;2016;USD;US Dollar;0;Units;;;4.67;;
CZE;Czech Republic;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2017;2017;USD;US Dollar;0;Units;;;5.12;;
CZE;Czech Republic;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2018;2018;USD;US Dollar;0;Units;;;5.56;;
CZE;Czech Republic;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2019;2019;USD;US Dollar;0;Units;;;5.98;;
CZE;Czech Republic;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2020;2020;USD;US Dollar;0;Units;;;6.25;;
LUX;Luxembourg;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2001;2001;USD;US Dollar;0;Units;;;24814.56;;
LUX;Luxembourg;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2002;2002;USD;US Dollar;0;Units;;;24765.23;;
LUX;Luxembourg;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2003;2003;USD;US Dollar;0;Units;;;25691.86;;
LUX;Luxembourg;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2004;2004;USD;US Dollar;0;Units;;;25654.48;;
LUX;Luxembourg;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2005;2005;USD;US Dollar;0;Units;;;26170.3;;
LUX;Luxembourg;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2006;2006;USD;US Dollar;0;Units;;;26019.46;;
LUX;Luxembourg;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2007;2007;USD;US Dollar;0;Units;;;26507.13;;
LUX;Luxembourg;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2008;2008;USD;US Dollar;0;Units;;;26169.03;;
LUX;Luxembourg;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2009;2009;USD;US Dollar;0;Units;;;27259.38;;
LUX;Luxembourg;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2010;2010;USD;US Dollar;0;Units;;;27096.47;;
LUX;Luxembourg;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2011;2011;USD;US Dollar;0;Units;;;27029.79;;
LUX;Luxembourg;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2012;2012;USD;US Dollar;0;Units;;;26822.26;;
LUX;Luxembourg;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2013;2013;USD;US Dollar;0;Units;;;26794.42;;
LUX;Luxembourg;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2014;2014;USD;US Dollar;0;Units;;;27946.03;;
LUX;Luxembourg;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2015;2015;USD;US Dollar;0;Units;;;28005.61;;
LUX;Luxembourg;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2016;2016;USD;US Dollar;0;Units;;;27924.4;;
LUX;Luxembourg;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2017;2017;USD;US Dollar;0;Units;;;28528.89;;
LUX;Luxembourg;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2018;2018;USD;US Dollar;0;Units;;;28392.09;;
LUX;Luxembourg;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2019;2019;USD;US Dollar;0;Units;;;28877.72;;
LUX;Luxembourg;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2020;2020;USD;US Dollar;0;Units;;;29358.88;;
SVN;Slovenia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2001;2001;USD;US Dollar;0;Units;;;7716.49;;
SVN;Slovenia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2002;2002;USD;US Dollar;0;Units;;;8005.03;;
SVN;Slovenia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2003;2003;USD;US Dollar;0;Units;;;8268.08;;
SVN;Slovenia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2004;2004;USD;US Dollar;0;Units;;;8539.3;;
SVN;Slovenia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2005;2005;USD;US Dollar;0;Units;;;8746.95;;
SVN;Slovenia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2006;2006;USD;US Dollar;0;Units;;;8822.34;;
SVN;Slovenia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2007;2007;USD;US Dollar;0;Units;;;8724.31;;
SVN;Slovenia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2008;2008;USD;US Dollar;0;Units;;;8921.89;;
SVN;Slovenia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2009;2009;USD;US Dollar;0;Units;;;9177.78;;
SVN;Slovenia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2010;2010;USD;US Dollar;0;Units;;;10821.76;;
SVN;Slovenia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2011;2011;USD;US Dollar;0;Units;;;11144.34;;
SVN;Slovenia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2012;2012;USD;US Dollar;0;Units;;;11113.52;;
SVN;Slovenia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2013;2013;USD;US Dollar;0;Units;;;11215.57;;
SVN;Slovenia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2014;2014;USD;US Dollar;0;Units;;;11265.14;;
SVN;Slovenia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2015;2015;USD;US Dollar;0;Units;;;11353.91;;
SVN;Slovenia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2016;2016;USD;US Dollar;0;Units;;;11360.16;;
SVN;Slovenia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2017;2017;USD;US Dollar;0;Units;;;11401.65;;
SVN;Slovenia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2018;2018;USD;US Dollar;0;Units;;;11733.49;;
SVN;Slovenia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2019;2019;USD;US Dollar;0;Units;;;12145.8;;
SVN;Slovenia;EXR;In 2020 constant prices at 2020 USD exchange rates;A;Annual;2020;2020;USD;US Dollar;0;Units;;;12891.92;;
EST;Estonia;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2001;2001;USD;US Dollar;0;Units;;;1.74;;
EST;Estonia;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2002;2002;USD;US Dollar;0;Units;;;1.96;;
EST;Estonia;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2003;2003;USD;US Dollar;0;Units;;;2.28;;
EST;Estonia;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2004;2004;USD;US Dollar;0;Units;;;2.5;;
EST;Estonia;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2005;2005;USD;US Dollar;0;Units;;;2.62;;
EST;Estonia;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2006;2006;USD;US Dollar;0;Units;;;2.81;;
EST;Estonia;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2007;2007;USD;US Dollar;0;Units;;;3.18;;
EST;Estonia;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2008;2008;USD;US Dollar;0;Units;;;3.62;;
EST;Estonia;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2009;2009;USD;US Dollar;0;Units;;;3.63;;
EST;Estonia;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2010;2010;USD;US Dollar;0;Units;;;3.52;;
EST;Estonia;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2011;2011;USD;US Dollar;0;Units;;;3.22;;
EST;Estonia;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2012;2012;USD;US Dollar;0;Units;;;3.23;;
EST;Estonia;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2013;2013;USD;US Dollar;0;Units;;;3.32;;
EST;Estonia;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2014;2014;USD;US Dollar;0;Units;;;3.72;;
EST;Estonia;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2015;2015;USD;US Dollar;0;Units;;;4.11;;
EST;Estonia;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2016;2016;USD;US Dollar;0;Units;;;4.45;;
EST;Estonia;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2017;2017;USD;US Dollar;0;Units;;;4.71;;
EST;Estonia;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2018;2018;USD;US Dollar;0;Units;;;4.87;;
EST;Estonia;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2019;2019;USD;US Dollar;0;Units;;;5.15;;
EST;Estonia;PPP;In 2020 constant prices at 2020 USD PPPs;H;Hourly;2020;2020;USD;US Dollar;0;Units;;;5.6;;
ISR;Israel;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2001;2001;USD;US Dollar;0;Units;;;12106.69;;
ISR;Israel;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2002;2002;USD;US Dollar;0;Units;;;11718.2;;
ISR;Israel;PPP;In 2020 constant prices at 2020 USD PPPs;A;Annual;2003;2003;USD;US Dollar;0;Units;;;11878.08;;
